time,Date,measurement,Hospitalizations
1321,10/03/2025,1.714285714,12
1322,11/03/2025,1.857142857,13
1323,12/03/2025,1.857142857,13
1324,13/03/2025,1.857142857,13
1325,14/03/2025,2,14
1326,15/03/2025,1.857142857,13
1327,16/03/2025,1.428571429,10
1328,17/03/2025,1,7
1329,18/03/2025,1,7
1330,19/03/2025,1.571428571,11
1331,20/03/2025,1.857142857,13
1332,21/03/2025,1.857142857,13
1333,22/03/2025,2.142857143,15
1334,23/03/2025,2.714285714,19
1335,24/03/2025,2.714285714,19
1336,25/03/2025,3.285714286,23
